,ADJ_cnt,ADJ_probs,ADP_cnt,ADP_probs,ADV_cnt,ADV_probs,AUX_cnt,AUX_probs,CCONJ_cnt,CCONJ_probs,DET_cnt,DET_probs,INTJ_cnt,INTJ_probs,NOUN_cnt,NOUN_probs,NUM_cnt,NUM_probs,PART_cnt,PART_probs,PRON_cnt,PRON_probs,PROPN_cnt,PROPN_probs,PUNCT_cnt,PUNCT_probs,SCONJ_cnt,SCONJ_probs,SYM_cnt,SYM_probs,VERB_cnt,VERB_probs,X_cnt,X_probs
0,1,0.8825013637542725,0,0.0,2,0.6990355402231216,2,0.8009608089923859,1,0.9995326995849609,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.823929637670517,0,0.0,1,0.999958872795105,0,0.0,0,0.0,2,0.9882316291332245,0,0.0
1,1,0.9721359610557556,1,0.9995856881141663,1,0.9120888710021973,1,0.9534309506416321,2,0.9995518922805786,1,0.9994780421257019,0,0.0,4,0.8561065047979355,0,0.0,0,0.0,2,0.8074798583984375,0,0.0,1,0.9999866485595703,0,0.0,0,0.0,3,0.8376126289367676,0,0.0
2,4,0.7276452630758286,1,0.9992293119430542,0,0.0,2,0.8732062578201294,2,0.9998650848865509,0,0.0,0,0.0,3,0.997360905011495,0,0.0,0,0.0,2,0.7359325289726257,0,0.0,1,0.9999866485595703,0,0.0,0,0.0,0,0.0,0,0.0
3,1,0.9487670063972473,0,0.0,3,0.8458788990974426,1,0.8074934482574463,0,0.0,1,0.9998589754104614,0,0.0,2,0.7785036563873291,0,0.0,0,0.0,1,0.9996064305305481,0,0.0,2,0.9999568462371826,1,0.9986059069633484,0,0.0,3,0.8836745421091715,0,0.0
4,0,0.0,0,0.0,0,0.0,3,0.8906220396359762,0,0.0,4,0.9982545971870422,0,0.0,4,0.9391952306032181,0,0.0,0,0.0,0,0.0,0,0.0,2,0.9999645948410034,0,0.0,0,0.0,2,0.9986530244350433,0,0.0
5,2,0.7681621611118317,3,0.88102920850118,0,0.0,1,0.9993594288825989,1,0.9997950196266174,2,0.999709278345108,0,0.0,6,0.8313256005446116,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9999856948852539,0,0.0,0,0.0,1,0.999090313911438,0,0.0
6,1,0.9217582941055298,2,0.9323266446590424,0,0.0,0,0.0,0,0.0,2,0.8594255447387695,0,0.0,2,0.9986210465431213,0,0.0,0,0.0,0,0.0,2,0.7012379169464111,1,0.9999009370803833,0,0.0,0,0.0,1,0.3854619562625885,0,0.0
7,2,0.9807405769824982,1,0.9599858522415161,1,0.9990955591201782,4,0.9956531971693039,0,0.0,1,0.8028819561004639,0,0.0,1,0.9953906536102295,0,0.0,0,0.0,2,0.9418656527996063,0,0.0,3,0.9996750950813293,2,0.9927155375480652,0,0.0,5,0.7459798514842987,0,0.0
8,0,0.0,1,0.7383394241333008,1,0.9344730973243713,1,0.8555095195770264,0,0.0,0,0.0,0,0.0,1,0.9629185199737549,0,0.0,0,0.0,2,0.9994459450244904,0,0.0,2,0.9999532103538513,0,0.0,0,0.0,3,0.9396881858507792,0,0.0
9,5,0.8343772292137146,2,0.8507591187953949,1,0.6004400253295898,1,0.6327435970306396,0,0.0,0,0.0,0,0.0,4,0.8778041303157806,0,0.0,0,0.0,4,0.7648385763168335,1,0.9887563586235046,3,0.9697348276774088,0,0.0,0,0.0,1,0.9995908141136169,0,0.0
10,2,0.6846012771129608,1,0.9863469004631042,1,0.9936409592628479,1,0.5343218445777893,0,0.0,0,0.0,0,0.0,2,0.8208627104759216,0,0.0,0,0.0,2,0.9829564392566681,0,0.0,2,0.9999508261680603,0,0.0,0,0.0,1,0.9813235402107239,0,0.0
11,0,0.0,2,0.9965752363204956,1,0.9007675051689148,2,0.971611350774765,0,0.0,1,0.999697208404541,0,0.0,3,0.9797759850819906,0,0.0,0,0.0,2,0.9083862006664276,0,0.0,2,0.9999708533287048,0,0.0,0,0.0,2,0.9430981874465942,0,0.0
12,1,0.9835323095321655,0,0.0,1,0.9001770615577698,2,0.8054187893867493,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.8950278162956238,0,0.0,1,0.999987006187439,0,0.0,0,0.0,0,0.0,0,0.0
13,3,0.9740118384361267,1,0.9998854398727417,0,0.0,2,0.9167797863483429,1,0.9955501556396484,1,0.9999343156814575,0,0.0,1,0.9979484677314758,2,0.9982824921607971,0,0.0,0,0.0,2,0.7952841520309448,3,0.9995067715644836,0,0.0,0,0.0,1,0.9867604970932007,0,0.0
14,1,0.8814398050308228,2,0.9970822334289551,1,0.5253962278366089,2,0.9278199970722198,0,0.0,2,0.9992561042308807,0,0.0,3,0.9353804389635721,0,0.0,0,0.0,0,0.0,1,0.4871731400489807,1,0.9999858140945435,0,0.0,0,0.0,2,0.7797276377677917,0,0.0
15,3,0.8793806234995524,0,0.0,2,0.7105985879898071,2,0.9227746725082397,1,0.9996955394744873,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7747427821159363,0,0.0,1,0.9999866485595703,0,0.0,0,0.0,1,0.9801984429359436,0,0.0
16,2,0.6742834150791168,1,0.9848406910896301,2,0.7774250507354736,2,0.9993652105331421,0,0.0,0,0.0,0,0.0,2,0.9945838451385498,0,0.0,0,0.0,1,0.9652911424636841,0,0.0,2,0.9999825954437256,0,0.0,0,0.0,2,0.9877996146678925,0,0.0
17,1,0.9720863103866577,1,0.9953181147575378,1,0.8914995789527893,3,0.7129919727643331,1,0.9995734095573425,1,0.9487054347991943,0,0.0,2,0.8320879936218262,0,0.0,0,0.0,3,0.8578763604164124,0,0.0,1,0.9999825954437256,0,0.0,0,0.0,2,0.9942144751548767,0,0.0
18,1,0.8281764984130859,4,0.9805798530578613,1,0.9812280535697937,1,0.950173556804657,0,0.0,2,0.995093822479248,1,0.9282912611961365,3,0.86292032400767,0,0.0,0,0.0,1,0.9801563024520874,3,0.9681529601414999,4,0.9775166511535645,0,0.0,0,0.0,3,0.846865733464559,0,0.0
19,2,0.9592172205448151,1,0.9999085664749146,1,0.9894415140151978,2,0.9971134960651398,0,0.0,1,0.4574144184589386,0,0.0,0,0.0,0,0.0,0,0.0,4,0.7931458204984665,1,0.8656256794929504,2,0.9999778866767883,1,0.9961285591125488,0,0.0,1,0.9997929930686951,0,0.0
20,0,0.0,4,0.9906466901302338,1,0.5074928998947144,1,0.7378230690956116,0,0.0,2,0.9075209498405457,0,0.0,3,0.8980313340822855,0,0.0,0,0.0,0,0.0,3,0.8579031030337015,2,0.9105291366577148,0,0.0,0,0.0,1,0.9925111532211304,0,0.0
21,2,0.9616118371486664,2,0.9765636622905731,0,0.0,1,0.9990936517715454,0,0.0,2,0.9994782209396362,0,0.0,1,0.9992000460624695,0,0.0,0,0.0,1,0.9986140727996826,2,0.6424791216850281,1,0.9999866485595703,0,0.0,0,0.0,1,0.9998688697814941,0,0.0
22,2,0.7727431356906891,1,0.5444275736808777,0,0.0,1,0.7719614505767822,0,0.0,1,0.9714491367340088,0,0.0,3,0.8011694451173147,0,0.0,0,0.0,1,0.9736218452453613,0,0.0,3,0.9999781052271525,0,0.0,0,0.0,1,0.9997372031211853,0,0.0
23,1,0.9983443021774292,0,0.0,1,0.9924869537353516,3,0.9400070110956827,1,0.9998387098312378,1,0.9997124075889587,0,0.0,1,0.9997801184654236,0,0.0,0,0.0,2,0.9697611629962921,0,0.0,1,0.9999873638153076,1,0.49814924597740173,0,0.0,2,0.9567487835884094,0,0.0
24,0,0.0,0,0.0,2,0.999326080083847,1,0.9680478572845459,0,0.0,0,0.0,0,0.0,2,0.7326964139938354,0,0.0,0,0.0,1,0.9998711347579956,0,0.0,1,0.99996018409729,0,0.0,0,0.0,1,0.9995514750480652,0,0.0
25,1,0.9933183193206787,2,0.9991113245487213,2,0.9900970458984375,1,0.8405687808990479,0,0.0,2,0.9743825197219849,0,0.0,3,0.9993016123771667,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9999861717224121,0,0.0,0,0.0,0,0.0,0,0.0
26,2,0.7487796247005463,1,0.9954564571380615,5,0.9936951398849487,2,0.9007240831851959,0,0.0,0,0.0,0,0.0,2,0.6680680215358734,0,0.0,0,0.0,3,0.9700835545857748,1,0.9205800294876099,5,0.9999467611312867,1,0.9993855953216553,0,0.0,5,0.9840905904769898,0,0.0
