,PER_cnt,PER_probs,LOC_cnt,LOC_probs,ORG_cnt,ORG_probs,O_cnt,O_probs
0,1,0.9821193218231201,1,0.9699195027351379,0,0.0,32,0.993119178339839
1,0,0.0,0,0.0,1,0.9823079109191895,4,0.9985076785087585
2,0,0.0,0,0.0,0,0.0,19,0.9990145658191881
3,0,0.0,3,0.9788344502449036,0,0.0,7,0.9975500362260001
4,0,0.0,1,0.9900368452072144,1,0.7584934830665588,19,0.9982086671026129
5,1,0.7410001158714294,0,0.0,0,0.0,26,0.9983544945716858
6,0,0.0,0,0.0,0,0.0,12,0.9775271366039912
7,0,0.0,0,0.0,2,0.99385666847229,10,0.995839124917984
8,5,0.969331955909729,3,0.7848370869954427,0,0.0,32,0.9919796958565712
9,0,0.0,1,0.971146821975708,1,0.9928032755851746,5,0.9992334246635437
10,1,0.8495219349861145,0,0.0,0,0.0,8,0.9989428520202637
11,1,0.9560838341712952,0,0.0,1,0.5690112113952637,17,0.9853023676311269
12,0,0.0,0,0.0,0,0.0,18,0.9985889361964332
13,0,0.0,1,0.9985357522964478,0,0.0,24,0.9970933571457863
14,0,0.0,0,0.0,2,0.8601469993591309,9,0.9980556501282586
15,0,0.0,0,0.0,2,0.9865414202213287,15,0.9974955399831136
16,3,0.8372330665588379,1,0.9657243490219116,0,0.0,7,0.998903214931488
17,0,0.0,0,0.0,1,0.9981405735015869,6,0.9989276925722758
18,0,0.0,0,0.0,1,0.918531060218811,8,0.9987445175647736
19,0,0.0,0,0.0,0,0.0,6,0.9979403416315714
20,2,0.9111361801624298,0,0.0,0,0.0,20,0.9966508328914643
21,0,0.0,0,0.0,0,0.0,20,0.9992767602205277
22,0,0.0,0,0.0,1,0.9838660359382629,5,0.9993117928504944
23,0,0.0,0,0.0,2,0.9949381053447723,15,0.9768842220306396
24,2,0.9934123456478119,0,0.0,0,0.0,26,0.998757025370231
25,0,0.0,0,0.0,2,0.9901409149169922,15,0.9967789093653361
26,2,0.9916406571865082,1,0.9645686149597168,0,0.0,23,0.988901788773744
27,0,0.0,1,0.8644068837165833,3,0.9875617027282715,36,0.9920356737242805
28,0,0.0,0,0.0,0,0.0,14,0.9970822419439044
29,2,0.9956735968589783,1,0.9137955904006958,0,0.0,25,0.9982624125480651
30,0,0.0,0,0.0,0,0.0,8,0.9968854710459709
31,0,0.0,1,0.35142701864242554,0,0.0,2,0.9995496273040771
32,1,0.9879125952720642,0,0.0,1,0.9959313273429871,9,0.9981456266509162
33,0,0.0,3,0.9813346266746521,1,0.9663540124893188,25,0.9965976715087891
34,2,0.9268113970756531,0,0.0,0,0.0,9,0.9967865082952712
35,0,0.0,0,0.0,0,0.0,6,0.9984926184018453
36,1,0.6351126432418823,1,0.9938164353370667,1,0.9912607073783875,12,0.9840174118677775
37,0,0.0,0,0.0,0,0.0,2,0.9997746646404266
38,0,0.0,1,0.9976239800453186,9,0.9141489267349243,36,0.9950803948773278
39,0,0.0,0,0.0,4,0.9838745445013046,26,0.9931402068871719
40,2,0.9947069585323334,0,0.0,1,0.9929260015487671,19,0.9987116393290068
41,2,0.6939022243022919,0,0.0,1,0.9965039491653442,11,0.9947589852593162
42,3,0.9742768009503683,0,0.0,0,0.0,27,0.99910600538607
43,0,0.0,1,0.9882267117500305,0,0.0,16,0.993765939027071
44,0,0.0,4,0.9589940756559372,0,0.0,28,0.9946072974375316
45,2,0.967149555683136,5,0.9380969285964966,0,0.0,30,0.9914895494778951
46,0,0.0,0,0.0,2,0.9848626852035522,9,0.9983180297745599
47,0,0.0,1,0.6620997190475464,1,0.9533815383911133,23,0.9939577164857284
48,2,0.9662193357944489,2,0.8814348876476288,2,0.8888753056526184,38,0.9894913136959076
49,0,0.0,0,0.0,1,0.9859863519668579,7,0.9983057379722595
50,0,0.0,1,0.8918928503990173,0,0.0,33,0.982883511167584
51,3,0.6726448833942413,0,0.0,0,0.0,9,0.9982323779000176
52,4,0.9713032692670822,2,0.9186153411865234,0,0.0,11,0.9820775931531732
53,0,0.0,0,0.0,0,0.0,1,0.9996609687805176
54,1,0.9644176363945007,0,0.0,4,0.9876293987035751,8,0.9977140575647354
55,1,0.8883516788482666,1,0.9864649772644043,1,0.9208250045776367,28,0.9954136205571038
56,0,0.0,0,0.0,0,0.0,28,0.9924997900213514
57,0,0.0,0,0.0,0,0.0,6,0.9983537097771963
58,0,0.0,0,0.0,0,0.0,7,0.9990150928497314
59,0,0.0,1,0.910190999507904,2,0.9879800081253052,38,0.9764895815598337
60,0,0.0,0,0.0,0,0.0,15,0.9981749057769775
61,2,0.9938015937805176,1,0.9976134300231934,1,0.9813398718833923,22,0.9698449264873158
62,2,0.9925858080387115,3,0.9411061604817709,0,0.0,18,0.9931425684028201
63,0,0.0,0,0.0,4,0.9561278223991394,7,0.9981003999710083
64,0,0.0,0,0.0,0,0.0,29,0.9954718454130764
65,0,0.0,1,0.9799854755401611,1,0.9061053991317749,6,0.9985590080420176
66,0,0.0,0,0.0,0,0.0,22,0.9978855008428748
67,0,0.0,1,0.39934203028678894,1,0.9863872528076172,23,0.9970495830411497
68,2,0.9446387887001038,0,0.0,4,0.9814685732126236,22,0.9934822239659049
69,2,0.9238496720790863,0,0.0,0,0.0,11,0.9992780577052723
70,0,0.0,1,0.9751598834991455,3,0.9909205436706543,20,0.9991424441337585
71,0,0.0,1,0.9930243492126465,0,0.0,13,0.9776076674461365
72,0,0.0,1,0.9880049824714661,0,0.0,26,0.9932502049666184
73,1,0.7659263014793396,3,0.7365569074948629,0,0.0,25,0.9932407641410828
74,0,0.0,0,0.0,0,0.0,5,0.9990849971771241
75,0,0.0,1,0.9885944128036499,0,0.0,16,0.9758480079472065
76,0,0.0,2,0.9954096078872681,0,0.0,18,0.9906371202733781
77,0,0.0,0,0.0,0,0.0,5,0.9986356258392334
78,2,0.9786719381809235,1,0.9911413192749023,0,0.0,28,0.9973874901022229
79,1,0.9501312375068665,1,0.9801355600357056,0,0.0,3,0.9995898207028707
80,0,0.0,1,0.9974478483200073,0,0.0,12,0.9950184524059296
81,2,0.990504801273346,0,0.0,0,0.0,19,0.9987622624949405
82,4,0.9885600060224533,1,0.9975851774215698,0,0.0,14,0.9992396788937705
83,0,0.0,0,0.0,2,0.9500350058078766,13,0.9810854334097642
84,1,0.8924587368965149,0,0.0,0,0.0,10,0.9990355610847473
85,0,0.0,0,0.0,1,0.9146175384521484,5,0.9986850380897522
86,0,0.0,0,0.0,1,0.9940489530563354,37,0.9976946872633856
87,0,0.0,0,0.0,0,0.0,19,0.9990024158829137
88,2,0.9441757500171661,0,0.0,0,0.0,17,0.9976616361561943
89,0,0.0,3,0.8853286504745483,0,0.0,10,0.9336805284023285
90,2,0.9328842759132385,0,0.0,0,0.0,7,0.9991917014122009
91,0,0.0,0,0.0,0,0.0,12,0.9980828364690145
92,0,0.0,0,0.0,2,0.9930168986320496,14,0.9991124783243451
93,0,0.0,0,0.0,0,0.0,17,0.9948373016189126
94,0,0.0,0,0.0,0,0.0,6,0.9993800123532613
95,0,0.0,1,0.9948371648788452,1,0.9401062726974487,5,0.9994223237037658
96,6,0.8795241812864939,0,0.0,1,0.9503592252731323,48,0.9814600758254528
97,2,0.9908997714519501,0,0.0,1,0.9663799405097961,20,0.9971492171287537
98,0,0.0,0,0.0,0,0.0,15,0.9894748409589131
99,0,0.0,0,0.0,3,0.9540502627690634,18,0.9830775890085433
