,PER_cnt,PER_probs,LOC_cnt,LOC_probs,ORG_cnt,ORG_probs,O_cnt,O_probs
0,0,0.0,0,0.0,9,0.872688909371694,20,0.9606662094593048
1,0,0.0,0,0.0,0,0.0,34,0.9770323195878197
2,0,0.0,0,0.0,0,0.0,10,0.9131716310977935
3,0,0.0,2,0.5826682150363922,0,0.0,22,0.9580696360631422
4,0,0.0,0,0.0,0,0.0,18,0.9544792191849815
5,1,0.7779059410095215,4,0.7062784880399704,4,0.8989170342683792,15,0.9680324157079061
6,0,0.0,0,0.0,3,0.43948907653490704,5,0.9626002788543702
7,0,0.0,1,0.8589885234832764,1,0.3504655063152313,14,0.9802204668521881
8,0,0.0,0,0.0,0,0.0,8,0.8875864818692207
9,0,0.0,0,0.0,0,0.0,28,0.9435119777917862
10,4,0.7278467118740082,2,0.8817330598831177,11,0.8631863973357461,25,0.9582917785644531
11,2,0.6510810703039169,2,0.7439907491207123,1,0.9389399886131287,26,0.9802528871939733
12,2,0.6726466715335846,4,0.7030356749892235,0,0.0,27,0.9399281122066356
13,0,0.0,0,0.0,0,0.0,13,0.9755621369068439
14,0,0.0,2,0.527304083108902,0,0.0,1,0.3154742121696472
15,0,0.0,0,0.0,0,0.0,6,0.9585334658622742
16,2,0.8855025470256805,1,0.7636837959289551,0,0.0,27,0.9647458813808583
17,0,0.0,4,0.5548073053359985,0,0.0,21,0.9512069395610264
18,0,0.0,0,0.0,1,0.7806125283241272,21,0.9432278119382405
19,1,0.920870304107666,0,0.0,0,0.0,18,0.9730861716800265
20,0,0.0,0,0.0,0,0.0,12,0.9445579946041107
21,0,0.0,0,0.0,0,0.0,18,0.9194011059072282
22,0,0.0,0,0.0,0,0.0,18,0.9529941545592414
23,0,0.0,2,0.5283521115779877,0,0.0,33,0.9813736135309393
24,1,0.5004912614822388,0,0.0,0,0.0,11,0.9648570418357849
25,0,0.0,0,0.0,0,0.0,29,0.977463633849703
26,0,0.0,0,0.0,0,0.0,31,0.9282265074791447
