,ADJ_cnt,ADJ_probs,ADP_cnt,ADP_probs,ADV_cnt,ADV_probs,AUX_cnt,AUX_probs,CCONJ_cnt,CCONJ_probs,DET_cnt,DET_probs,INTJ_cnt,INTJ_probs,NOUN_cnt,NOUN_probs,NUM_cnt,NUM_probs,PART_cnt,PART_probs,PRON_cnt,PRON_probs,PROPN_cnt,PROPN_probs,PUNCT_cnt,PUNCT_probs,SCONJ_cnt,SCONJ_probs,SYM_cnt,SYM_probs,VERB_cnt,VERB_probs,X_cnt,X_probs
0,1,0.7868421077728271,1,0.9929755926132202,0,0.0,1,0.9882327914237976,0,0.0,4,0.9196125864982605,0,0.0,4,0.8641035705804825,0,0.0,0,0.0,0,0.0,0,0.0,3,0.9994309147198995,0,0.0,0,0.0,1,0.9823269844055176,0,0.0
1,1,0.9368683695793152,1,0.9379257559776306,0,0.0,1,0.9954173564910889,0,0.0,0,0.0,0,0.0,3,0.9188404281934103,0,0.0,0,0.0,0,0.0,1,0.5128825902938843,1,0.9999072551727295,0,0.0,0,0.0,0,0.0,0,0.0
2,0,0.0,3,0.8804122606913248,0,0.0,0,0.0,0,0.0,1,0.9904354810714722,0,0.0,3,0.9882636666297913,0,0.0,0,0.0,0,0.0,2,0.8820361793041229,1,0.9998739957809448,0,0.0,0,0.0,1,0.995026171207428,0,0.0
3,0,0.0,1,0.9699134826660156,0,0.0,1,0.91444331407547,1,0.9986236095428467,0,0.0,0,0.0,2,0.8250575065612793,0,0.0,0,0.0,0,0.0,2,0.8102013170719147,1,0.9998869895935059,0,0.0,0,0.0,0,0.0,0,0.0
4,1,0.5015602707862854,0,0.0,0,0.0,1,0.9994018077850342,0,0.0,0,0.0,0,0.0,1,0.46125441789627075,0,0.0,0,0.0,1,0.9946921467781067,0,0.0,1,0.9999082088470459,0,0.0,0,0.0,0,0.0,0,0.0
5,1,0.9772462844848633,1,0.9979662895202637,1,0.8280537128448486,1,0.9845954179763794,0,0.0,0,0.0,0,0.0,2,0.7720462381839752,0,0.0,0,0.0,0,0.0,1,0.9805057644844055,2,0.9998784065246582,0,0.0,0,0.0,0,0.0,0,0.0
6,1,0.9842343926429749,0,0.0,1,0.38811665773391724,1,0.9855506420135498,0,0.0,0,0.0,0,0.0,2,0.9922439455986023,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9998928308486938,0,0.0,0,0.0,0,0.0,0,0.0
7,1,0.9789738655090332,1,0.9985687732696533,1,0.9971438050270081,1,0.998849630355835,0,0.0,1,0.5161722898483276,0,0.0,2,0.9825209677219391,0,0.0,0,0.0,0,0.0,1,0.9786980748176575,1,0.9998968839645386,0,0.0,0,0.0,0,0.0,0,0.0
8,0,0.0,0,0.0,0,0.0,1,0.9814541339874268,0,0.0,0,0.0,0,0.0,1,0.9880775213241577,0,0.0,0,0.0,0,0.0,1,0.8491019606590271,1,0.9998974800109863,0,0.0,0,0.0,0,0.0,0,0.0
9,1,0.9794599413871765,1,0.9968814849853516,1,0.854873776435852,1,0.985559344291687,0,0.0,0,0.0,0,0.0,3,0.9012105663617452,0,0.0,0,0.0,0,0.0,0,0.0,1,0.999916672706604,0,0.0,0,0.0,0,0.0,0,0.0
10,0,0.0,2,0.9917658865451813,0,0.0,1,0.9958665370941162,0,0.0,0,0.0,0,0.0,1,0.6376574039459229,2,0.9889764785766602,0,0.0,0,0.0,0,0.0,1,0.9998992681503296,0,0.0,0,0.0,0,0.0,0,0.0
11,0,0.0,1,0.9989449381828308,0,0.0,1,0.9877126812934875,0,0.0,0,0.0,0,0.0,1,0.9869381189346313,0,0.0,0,0.0,0,0.0,2,0.9786332249641418,1,0.9998887777328491,0,0.0,0,0.0,0,0.0,0,0.0
12,1,0.9923794269561768,0,0.0,0,0.0,1,0.9990646243095398,0,0.0,1,0.9927062392234802,0,0.0,1,0.9726110696792603,0,0.0,0,0.0,0,0.0,1,0.577835202217102,1,0.9998859167098999,0,0.0,0,0.0,0,0.0,0,0.0
13,1,0.5356075167655945,0,0.0,0,0.0,1,0.9986793398857117,1,0.9982513785362244,0,0.0,0,0.0,1,0.9910215735435486,0,0.0,0,0.0,0,0.0,2,0.8258673846721649,1,0.9998514652252197,0,0.0,0,0.0,0,0.0,0,0.0
14,1,0.9648047685623169,1,0.9939680099487305,0,0.0,1,0.9894284605979919,1,0.9987070560455322,0,0.0,0,0.0,3,0.9886313875516256,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9999140501022339,0,0.0,0,0.0,0,0.0,0,0.0
15,0,0.0,3,0.9050893584887186,0,0.0,1,0.9970531463623047,0,0.0,0,0.0,0,0.0,2,0.9681770503520966,0,0.0,0,0.0,1,0.9955469369888306,2,0.8158347308635712,1,0.9999033212661743,0,0.0,0,0.0,1,0.9628006815910339,0,0.0
16,1,0.9794743061065674,1,0.9964953064918518,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.8839756697416306,0,0.0,0,0.0,0,0.0,0,0.0,1,0.999884843826294,0,0.0,0,0.0,2,0.7205823063850403,0,0.0
17,3,0.8973546226819357,1,0.9967566132545471,0,0.0,1,0.9981014132499695,1,0.999330997467041,0,0.0,0,0.0,2,0.9170496165752411,0,0.0,0,0.0,1,0.9918478727340698,0,0.0,1,0.9999059438705444,0,0.0,0,0.0,0,0.0,0,0.0
18,0,0.0,1,0.9966278672218323,0,0.0,1,0.998489499092102,0,0.0,0,0.0,0,0.0,2,0.7262644469738007,0,0.0,0,0.0,1,0.9922530055046082,0,0.0,1,0.9998944997787476,0,0.0,0,0.0,1,0.935158908367157,0,0.0
19,1,0.9727645516395569,0,0.0,1,0.976615309715271,1,0.5420777201652527,1,0.9986660480499268,0,0.0,0,0.0,2,0.943435549736023,0,0.0,0,0.0,1,0.4202530086040497,0,0.0,1,0.9999121427536011,0,0.0,0,0.0,0,0.0,0,0.0
20,1,0.9860236644744873,2,0.9956177473068237,0,0.0,1,0.9964702129364014,0,0.0,1,0.9671937823295593,0,0.0,2,0.9302082061767578,0,0.0,0,0.0,0,0.0,2,0.7104952931404114,1,0.9999138116836548,0,0.0,0,0.0,0,0.0,0,0.0
21,1,0.9778663516044617,1,0.9988466501235962,0,0.0,1,0.9955101013183594,0,0.0,0,0.0,0,0.0,2,0.7410949617624283,0,0.0,0,0.0,0,0.0,2,0.6927935481071472,1,0.9998917579650879,0,0.0,0,0.0,0,0.0,0,0.0
22,1,0.9096108078956604,1,0.9680615067481995,0,0.0,1,0.9802616834640503,0,0.0,0,0.0,0,0.0,2,0.7966405749320984,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9999086856842041,0,0.0,0,0.0,0,0.0,0,0.0
23,0,0.0,2,0.7615026533603668,1,0.9955079555511475,0,0.0,0,0.0,0,0.0,0,0.0,2,0.8139757513999939,0,0.0,0,0.0,0,0.0,1,0.5427823662757874,3,0.9988787174224854,0,0.0,0,0.0,3,0.6539128174384435,0,0.0
24,0,0.0,0,0.0,0,0.0,1,0.9710494875907898,0,0.0,0,0.0,0,0.0,1,0.9836918115615845,0,0.0,0,0.0,0,0.0,1,0.9717554450035095,1,0.9998894929885864,0,0.0,0,0.0,0,0.0,0,0.0
25,0,0.0,2,0.9992489218711853,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.9063849647839864,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9998753070831299,0,0.0,0,0.0,1,0.9987891316413879,0,0.0
26,0,0.0,2,0.9324209988117218,0,0.0,0,0.0,1,0.9991090893745422,0,0.0,0,0.0,2,0.7731926441192627,0,0.0,0,0.0,1,0.7916431427001953,1,0.9051684737205505,2,0.9998631179332733,0,0.0,0,0.0,2,0.9965933263301849,1,0.5120819211006165
27,2,0.8423635363578796,1,0.9990098476409912,1,0.9561935067176819,1,0.9673059582710266,0,0.0,0,0.0,0,0.0,2,0.9158540070056915,0,0.0,0,0.0,0,0.0,1,0.8950982093811035,1,0.999894380569458,0,0.0,0,0.0,0,0.0,0,0.0
28,0,0.0,0,0.0,0,0.0,1,0.9793906211853027,0,0.0,0,0.0,0,0.0,1,0.98671954870224,0,0.0,0,0.0,0,0.0,1,0.9569271206855774,1,0.9998835325241089,0,0.0,0,0.0,0,0.0,0,0.0
29,0,0.0,0,0.0,1,0.9950354099273682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9998641014099121,0,0.0,0,0.0,1,0.9501244425773621,0,0.0
30,1,0.4994645416736603,3,0.9984793265660604,1,0.4152568578720093,1,0.9938997030258179,0,0.0,0,0.0,0,0.0,2,0.9844990670681,0,0.0,0,0.0,0,0.0,3,0.8241100112597147,1,0.9998986721038818,0,0.0,0,0.0,0,0.0,0,0.0
31,1,0.8218083381652832,3,0.9947504798571268,1,0.9978460073471069,1,0.984096884727478,0,0.0,0,0.0,0,0.0,3,0.876656194527944,0,0.0,0,0.0,0,0.0,1,0.9945863485336304,1,0.9999054670333862,0,0.0,0,0.0,0,0.0,0,0.0
32,1,0.52324378490448,0,0.0,0,0.0,1,0.9276623129844666,1,0.9983751773834229,0,0.0,0,0.0,2,0.9719837605953217,0,0.0,0,0.0,1,0.382122665643692,0,0.0,1,0.9998916387557983,0,0.0,0,0.0,0,0.0,0,0.0
33,1,0.9900564551353455,2,0.9983959794044495,0,0.0,1,0.998485267162323,0,0.0,0,0.0,0,0.0,3,0.7883109450340271,0,0.0,0,0.0,0,0.0,0,0.0,1,0.999900221824646,0,0.0,0,0.0,1,0.9688335061073303,0,0.0
34,0,0.0,1,0.9918684959411621,0,0.0,2,0.9815047681331635,0,0.0,0,0.0,0,0.0,2,0.9467546343803406,0,0.0,0,0.0,0,0.0,1,0.8745642900466919,2,0.9998832941055298,1,0.7653681635856628,0,0.0,0,0.0,0,0.0
35,1,0.9450525641441345,0,0.0,0,0.0,1,0.9636675119400024,1,0.9992751479148865,0,0.0,0,0.0,3,0.9504181941350301,0,0.0,0,0.0,1,0.9549618363380432,0,0.0,1,0.9999064207077026,0,0.0,0,0.0,1,0.9863985180854797,0,0.0
36,0,0.0,1,0.998665452003479,0,0.0,1,0.9957898259162903,0,0.0,0,0.0,0,0.0,1,0.9856577515602112,0,0.0,0,0.0,0,0.0,1,0.8437814116477966,1,0.9998974800109863,0,0.0,0,0.0,0,0.0,0,0.0
37,1,0.6209587454795837,2,0.9990753829479218,1,0.9793558716773987,0,0.0,0,0.0,1,0.45222562551498413,0,0.0,3,0.9368789394696554,0,0.0,0,0.0,1,0.9671538472175598,0,0.0,2,0.9999135732650757,0,0.0,0,0.0,2,0.980037659406662,0,0.0
38,0,0.0,0,0.0,0,0.0,1,0.42071348428726196,1,0.921908438205719,0,0.0,0,0.0,2,0.5565185695886612,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9998345375061035,0,0.0,0,0.0,0,0.0,0,0.0
39,0,0.0,1,0.9974685907363892,1,0.8629052042961121,1,0.9957734942436218,1,0.9993820190429688,0,0.0,0,0.0,4,0.8562652543187141,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9999022483825684,0,0.0,0,0.0,0,0.0,0,0.0
40,0,0.0,1,0.9981131553649902,0,0.0,1,0.9974557757377625,0,0.0,0,0.0,0,0.0,3,0.7805887858072916,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9999234676361084,0,0.0,0,0.0,0,0.0,0,0.0
41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9517988562583923,0,0.0,0,0.0,1,0.9762890934944153,0,0.0,1,0.9998753070831299,0,0.0,0,0.0,1,0.9970250725746155,0,0.0
42,1,0.7944076657295227,0,0.0,0,0.0,1,0.9878344535827637,0,0.0,1,0.8919628262519836,0,0.0,3,0.7079565525054932,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9998877048492432,0,0.0,0,0.0,0,0.0,0,0.0
43,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9937306642532349,0,0.0,0,0.0,2,0.7814348340034485,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9998679161071777,0,0.0,0,0.0,2,0.5640176236629486,0,0.0
44,0,0.0,1,0.9886760711669922,0,0.0,1,0.9976982474327087,0,0.0,0,0.0,0,0.0,1,0.9868242144584656,0,0.0,0,0.0,0,0.0,2,0.8236150443553925,1,0.9998970031738281,0,0.0,0,0.0,0,0.0,0,0.0
45,1,0.43430590629577637,1,0.9978275895118713,0,0.0,1,0.977918803691864,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.8978829781214396,2,0.9992150068283081,0,0.0,0,0.0,0,0.0,0,0.0
46,1,0.9771197438240051,2,0.998422384262085,0,0.0,0,0.0,1,0.9950502514839172,0,0.0,0,0.0,2,0.994192510843277,0,0.0,1,0.9145386815071106,1,0.7680381536483765,0,0.0,1,0.9998959302902222,0,0.0,0,0.0,2,0.9881771206855774,0,0.0
47,1,0.7961629629135132,3,0.9964392383893331,0,0.0,1,0.9676143527030945,0,0.0,0,0.0,0,0.0,3,0.88784788052241,2,0.9795033633708954,0,0.0,0,0.0,1,0.9445340633392334,1,0.9998552799224854,0,0.0,0,0.0,1,0.9846735000610352,0,0.0
48,0,0.0,1,0.9918813109397888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9554437398910522,0,0.0,0,0.0,0,0.0,0,0.0,1,0.999825656414032,0,0.0,0,0.0,0,0.0,0,0.0
