,entailment_probs,entailment_cnt,neutral_probs,neutral_cnt,contradiction_probs,contradiction_cnt
0,0.446257621049881,1,0.0,0,0.0,0
1,0.0,0,0.47871553897857666,1,0.0,0
2,0.0,0,0.7116068601608276,1,0.0,0
3,0.34417563676834106,1,0.0,0,0.0,0
4,0.0,0,0.0,0,0.41521039605140686,1
5,0.4493750333786011,1,0.0,0,0.0,0
6,0.0,0,0.0,0,0.6072279810905457,1
7,0.7442002296447754,1,0.0,0,0.0,0
8,0.5464224219322205,1,0.0,0,0.0,0
9,0.0,0,0.4813983142375946,1,0.0,0
10,0.0,0,0.4489157199859619,1,0.0,0
11,0.0,0,0.35622116923332214,1,0.0,0
12,0.4247608184814453,1,0.0,0,0.0,0
13,0.613799512386322,1,0.0,0,0.0,0
14,0.0,0,0.0,0,0.5065290927886963,1
15,0.0,0,0.0,0,0.7366085052490234,1
16,0.6460229754447937,1,0.0,0,0.0,0
17,0.5769923329353333,1,0.0,0,0.0,0
18,0.0,0,0.0,0,0.42229434847831726,1
19,0.0,0,0.4064754247665405,1,0.0,0
20,0.0,0,0.5013568997383118,1,0.0,0
21,0.5166745185852051,1,0.0,0,0.0,0
22,0.0,0,0.0,0,0.44997093081474304,1
23,0.5519247651100159,1,0.0,0,0.0,0
24,0.0,0,0.0,0,0.47746720910072327,1
25,0.0,0,0.0,0,0.48477181792259216,1
26,0.45855438709259033,1,0.0,0,0.0,0
27,0.0,0,0.7038914561271667,1,0.0,0
28,0.0,0,0.4158337712287903,1,0.0,0
29,0.0,0,0.37499481439590454,1,0.0,0
30,0.0,0,0.0,0,0.4734402298927307,1
31,0.0,0,0.0,0,0.5618129372596741,1
32,0.0,0,0.0,0,0.38032159209251404,1
33,0.0,0,0.0,0,0.5943772792816162,1
34,0.0,0,0.4342373311519623,1,0.0,0
35,0.0,0,0.7276337146759033,1,0.0,0
36,0.8249090909957886,1,0.0,0,0.0,0
37,0.0,0,0.457339346408844,1,0.0,0
38,0.5921079516410828,1,0.0,0,0.0,0
39,0.5710877776145935,1,0.0,0,0.0,0
40,0.0,0,0.0,0,0.5175206661224365,1
41,0.0,0,0.0,0,0.6292493343353271,1
42,0.0,0,0.3656514883041382,1,0.0,0
43,0.0,0,0.0,0,0.421265572309494,1
44,0.8984814882278442,1,0.0,0,0.0,0
45,0.0,0,0.0,0,0.4800012409687042,1
46,0.0,0,0.0,0,0.6075366139411926,1
47,0.7167405486106873,1,0.0,0,0.0,0
48,0.3765568733215332,1,0.0,0,0.0,0
49,0.0,0,0.0,0,0.7881639003753662,1
50,0.5924604535102844,1,0.0,0,0.0,0
51,0.0,0,0.0,0,0.6528366804122925,1
52,0.7048813700675964,1,0.0,0,0.0,0
53,0.5968552231788635,1,0.0,0,0.0,0
54,0.7093895673751831,1,0.0,0,0.0,0
55,0.35199278593063354,1,0.0,0,0.0,0
56,0.46877747774124146,1,0.0,0,0.0,0
57,0.47369542717933655,1,0.0,0,0.0,0
58,0.0,0,0.0,0,0.6778831481933594,1
59,0.42608892917633057,1,0.0,0,0.0,0
60,0.8093109130859375,1,0.0,0,0.0,0
61,0.38961634039878845,1,0.0,0,0.0,0
62,0.5139285922050476,1,0.0,0,0.0,0
63,0.0,0,0.0,0,0.4242749810218811,1
64,0.5930992364883423,1,0.0,0,0.0,0
65,0.577942430973053,1,0.0,0,0.0,0
66,0.473599910736084,1,0.0,0,0.0,0
67,0.3443743884563446,1,0.0,0,0.0,0
68,0.9414682388305664,1,0.0,0,0.0,0
69,0.0,0,0.0,0,0.5364131927490234,1
70,0.7805550694465637,1,0.0,0,0.0,0
71,0.5747902393341064,1,0.0,0,0.0,0
72,0.5176838040351868,1,0.0,0,0.0,0
73,0.0,0,0.45754438638687134,1,0.0,0
74,0.5895799398422241,1,0.0,0,0.0,0
75,0.0,0,0.0,0,0.44850587844848633,1
76,0.0,0,0.0,0,0.4206564426422119,1
77,0.8562111258506775,1,0.0,0,0.0,0
78,0.6549093127250671,1,0.0,0,0.0,0
79,0.5963190793991089,1,0.0,0,0.0,0
80,0.8160165548324585,1,0.0,0,0.0,0
81,0.5607720613479614,1,0.0,0,0.0,0
82,0.0,0,0.0,0,0.7043247222900391,1
83,0.0,0,0.0,0,0.45841172337532043,1
84,0.7091037631034851,1,0.0,0,0.0,0
85,0.6161037683486938,1,0.0,0,0.0,0
86,0.0,0,0.0,0,0.4578876495361328,1
87,0.4017293155193329,1,0.0,0,0.0,0
88,0.0,0,0.358745276927948,1,0.0,0
89,0.3608388900756836,1,0.0,0,0.0,0
90,0.0,0,0.0,0,0.5500138401985168,1
91,0.0,0,0.40700677037239075,1,0.0,0
92,0.4488881528377533,1,0.0,0,0.0,0
93,0.8170236349105835,1,0.0,0,0.0,0
94,0.0,0,0.0,0,0.4264279007911682,1
95,0.0,0,0.5505120754241943,1,0.0,0
96,0.7740240693092346,1,0.0,0,0.0,0
97,0.5463358759880066,1,0.0,0,0.0,0
98,0.45720964670181274,1,0.0,0,0.0,0
