,entailment_probs,entailment_cnt,neutral_probs,neutral_cnt,contradiction_probs,contradiction_cnt
0,0.0,0,0.0,0,0.3973999619483948,1
1,0.4910326302051544,1,0.0,0,0.0,0
2,0.4289645552635193,1,0.0,0,0.0,0
3,0.0,0,0.39007484912872314,1,0.0,0
4,0.0,0,0.0,0,0.4181439280509949,1
5,0.0,0,0.4774567782878876,1,0.0,0
6,0.0,0,0.46657323837280273,1,0.0,0
7,0.898717999458313,1,0.0,0,0.0,0
8,0.6734193563461304,1,0.0,0,0.0,0
9,0.49038922786712646,1,0.0,0,0.0,0
10,0.0,0,0.4991893172264099,1,0.0,0
11,0.0,0,0.0,0,0.4671979248523712,1
12,0.4127368927001953,1,0.0,0,0.0,0
13,0.0,0,0.0,0,0.7411431074142456,1
14,0.0,0,0.0,0,0.4667220413684845,1
15,0.0,0,0.41578930616378784,1,0.0,0
16,0.5661291480064392,1,0.0,0,0.0,0
17,0.6605091094970703,1,0.0,0,0.0,0
18,0.6587073802947998,1,0.0,0,0.0,0
19,0.0,0,0.0,0,0.5364121198654175,1
20,0.0,0,0.0,0,0.45003965497016907,1
21,0.0,0,0.0,0,0.39703115820884705,1
22,0.5069651007652283,1,0.0,0,0.0,0
23,0.4326534569263458,1,0.0,0,0.0,0
24,0.47915583848953247,1,0.0,0,0.0,0
25,0.634078323841095,1,0.0,0,0.0,0
26,0.5464445352554321,1,0.0,0,0.0,0
27,0.0,0,0.512887179851532,1,0.0,0
28,0.0,0,0.5160353183746338,1,0.0,0
29,0.0,0,0.454725056886673,1,0.0,0
30,0.0,0,0.0,0,0.5192956924438477,1
31,0.7971916198730469,1,0.0,0,0.0,0
32,0.5355691909790039,1,0.0,0,0.0,0
33,0.0,0,0.0,0,0.4667699635028839,1
34,0.0,0,0.0,0,0.5200589895248413,1
35,0.5525180697441101,1,0.0,0,0.0,0
36,0.7733249664306641,1,0.0,0,0.0,0
37,0.5401574373245239,1,0.0,0,0.0,0
38,0.0,0,0.0,0,0.46476975083351135,1
39,0.5029140114784241,1,0.0,0,0.0,0
40,0.73374342918396,1,0.0,0,0.0,0
41,0.0,0,0.0,0,0.4246191084384918,1
42,0.9468058347702026,1,0.0,0,0.0,0
43,0.9617847800254822,1,0.0,0,0.0,0
44,0.5596423149108887,1,0.0,0,0.0,0
45,0.533412516117096,1,0.0,0,0.0,0
46,0.8350833654403687,1,0.0,0,0.0,0
47,0.7189369201660156,1,0.0,0,0.0,0
48,0.5715461373329163,1,0.0,0,0.0,0
49,0.0,0,0.5159228444099426,1,0.0,0
50,0.47458934783935547,1,0.0,0,0.0,0
51,0.7620401978492737,1,0.0,0,0.0,0
52,0.8643364310264587,1,0.0,0,0.0,0
53,0.38892731070518494,1,0.0,0,0.0,0
54,0.0,0,0.530597448348999,1,0.0,0
55,0.8770168423652649,1,0.0,0,0.0,0
56,0.0,0,0.35828372836112976,1,0.0,0
57,0.4247606694698334,1,0.0,0,0.0,0
58,0.47845712304115295,1,0.0,0,0.0,0
59,0.5186363458633423,1,0.0,0,0.0,0
60,0.6240355372428894,1,0.0,0,0.0,0
61,0.0,0,0.0,0,0.5165646076202393,1
62,0.47825777530670166,1,0.0,0,0.0,0
63,0.0,0,0.434829980134964,1,0.0,0
64,0.9428322911262512,1,0.0,0,0.0,0
65,0.672136664390564,1,0.0,0,0.0,0
66,0.0,0,0.0,0,0.6559681296348572,1
67,0.0,0,0.0,0,0.583066463470459,1
68,0.4893064498901367,1,0.0,0,0.0,0
69,0.45028719305992126,1,0.0,0,0.0,0
70,0.0,0,0.0,0,0.7677121758460999,1
71,0.5063385367393494,1,0.0,0,0.0,0
72,0.0,0,0.0,0,0.8351825475692749,1
73,0.0,0,0.0,0,0.6026256680488586,1
74,0.0,0,0.0,0,0.4990118145942688,1
75,0.4168816804885864,1,0.0,0,0.0,0
76,0.0,0,0.0,0,0.44763049483299255,1
77,0.5649304986000061,1,0.0,0,0.0,0
78,0.47953537106513977,1,0.0,0,0.0,0
79,0.5860610008239746,1,0.0,0,0.0,0
80,0.7577484250068665,1,0.0,0,0.0,0
81,0.6648270487785339,1,0.0,0,0.0,0
82,0.0,0,0.40050891041755676,1,0.0,0
83,0.0,0,0.0,0,0.4345729947090149,1
84,0.4419907033443451,1,0.0,0,0.0,0
85,0.0,0,0.0,0,0.45994481444358826,1
86,0.0,0,0.0,0,0.6424962878227234,1
87,0.0,0,0.0,0,0.5306947827339172,1
88,0.0,0,0.3627413809299469,1,0.0,0
89,0.815579891204834,1,0.0,0,0.0,0
90,0.6194010376930237,1,0.0,0,0.0,0
91,0.0,0,0.0,0,0.7745420336723328,1
92,0.5708520412445068,1,0.0,0,0.0,0
93,0.7284020781517029,1,0.0,0,0.0,0
94,0.0,0,0.0,0,0.3747533857822418,1
95,0.42851802706718445,1,0.0,0,0.0,0
96,0.6365790963172913,1,0.0,0,0.0,0
97,0.0,0,0.0,0,0.5807066559791565,1
98,0.5474206209182739,1,0.0,0,0.0,0
